Comment
"<a href=""https://www.youtube.com/watch?v=oU40sOr3alg&amp;t=144"">2:24</a> celengan<br><a href=""https://www.youtube.com/watch?v=oU40sOr3alg&amp;t=177"">2:57</a> bank<br><a href=""https://www.youtube.com/watch?v=oU40sOr3alg&amp;t=238"">3:58</a> deposito Bank<br><a href=""https://www.youtube.com/watch?v=oU40sOr3alg&amp;t=355"">5:55</a> obligasi<br><a href=""https://www.youtube.com/watch?v=oU40sOr3alg&amp;t=435"">7:15</a> Reksadana<br><a href=""https://www.youtube.com/watch?v=oU40sOr3alg&amp;t=535"">8:55</a> saham<br><a href=""https://www.youtube.com/watch?v=oU40sOr3alg&amp;t=609"">10:09</a> kesimpulan<br><a href=""https://www.youtube.com/watch?v=oU40sOr3alg&amp;t=661"">11:01</a>"
Bang kalau punya saham itu kita wajib lapor pajak setiap tahunya ngk ya?
ga pernah bosen nonton video abang
Bangg coba bahas saham kripto dong
Aku suka banget belajar disini😭😭😭
Bang kalau dca di aplikasikan investasi emas apakah bisa
Bang suara lu mirip Raditya Dika 😂
Sangat mudah dipahami
hormat kami dari pemula 🫂🫡🫡🫡🫡🫡🫡🫡
Bang cara nyeting mainnya gmna kan di saham ada yg 5 menit 1 blm trs ada yg satu tahun...itu maksudnya gmna
Maaf bang mau tanya klo sy mau nabung saham di bank BCA atau BRI itu gmna caranya ya?
sangat mudah d mengerti ..mksih
"Jelas banget Bang, mantap"
Luar biasa. Sangat jelas. Terima kasih.
Kalo saya kasusunya belom ada KTP Dok.
"Penjelasannya runut dan mudah dipahami, sama suka ketawa kecilnya abang ini"
ada gak bang investasi tanpa harus punya rekening bank gitu... cuma ewallet aja.
Rekomendasi buku belajar investasi bg
Tolong bikin videonya seminggu sekali dong min :( aku tungguin terus tauu
Mkasi kak penjelasannya sangat amat membantu buat pemula kayak saya 😂
"mantap, jd pengen nyoba"
Real Education nih.<br>Thkyu bang sharing ilmunya.😊
Mantap bang aku masih belum paham bgt
"Dari video ini Ada pelajaran tentang pentingnya berinvestasi. Sebab kita gak mungkin kerja terus dan kita gk mungkin muda terus. Ada saatnya kita gk punya tenaga lagi. Solusinya ya harus/ wajib untuk punya aset yg menghasilkan. Sehingga di waktu tua nanti minimal gak nyusahin anak atau kebutuhan pas tua nanti gk repot-repot banget harus kerja banting tulang padahal tubuh sudh tua😢. Jangan sampe gaesss. <br><br>Memang hidup mati Tuhan yang tau, tapi setidaknya kita sudah berusaha untuk masa depan tua nanti, dari pada diam gk ngapa-ngapain, berujung ngeluh teross. Mending ngapa-ngapain 😁<br><br>So, thanks ilmunya bang, lanjutkan😊👍"
suaranya kaya bang radit
Thanks bang ilmunya
Bg . sebelum 5 tahun boleh ga di ambil.?
P investasi ga mesti juga ya bro.ini seharusnya cuma saran aja broo ya.kerana investasi hanya untuk mengorbankan duit yang mampu milik aja.jadi tidak harus besar juga duit yang kamu investasi bro😊 ini cuma pengetahuan dan menurut saya sahaja bro😊😊 jadi kalau ga suka protes boleh untuk saya pelajari kalau kamu suka Like ya hmm
Kenapa uang yang kita investasikan bisa bertambah?
Klo emas murni gmna..
bang saya sudah ndaftar ajaib terus pakai kode saham dari nol tapi kok belum dapet binus sahamnya bang
Bang sistem jualny gimana kalau saham?
Ngeditnya pakai apaan bang? 😊
Kereen banget videonya. Sangat mudah dimengerti bagi pemula. Terimakasih😊
"Halo abang2, izin tanya.. apa kekurangan obligasi dibanding deposito? secara teori di video sama. Apakah ada perbandingan yang perlu di perhatikan antara kedua instrumen ini?"
Mantap bang ilmunya sangat bermanfaat
"Saham : beli pas lagi harganya turun, lalu jual pas harganya naik. Gitu bukan Bang?"
Klo aplikasi seabank itu investasi?
"Nabung 2 juta 5 tahun ke depan memang masih 2 juta, tapi 2 juta di 5 lima tahun kedepan value 2 juta itu pasti udah bukan 2 juta lagi. Karna angka kemakan inflasi"
Saya pemula dan saya ingin tau jika berinvestasi dimana?
Makasih bangettttt kk infonya enggk nyesel deh nontonnya. Untung umur 16an😅
mas bahas tentang bank Syariah dong 😁
"Izin bertanya bang, apakah akun tiktok fundflow itu milik abang?"
"Saya kerja sambil kuliah, Alhamdulullah walaupun cuma sedikit saya sempatkan buat nabung dalam bentuk emas karna alasan nilai uang bakal turun, tapi masih agak ragu langkah ini udah bener apa enggak🙂"
Gara Abang duit jadi tambah banyak .. makasih bang ilmu nya .. makasih orang baik❤
btw investasi buat pemula yg rekomend yg blm tau ttng dunia investasi apa min
Buset baru nonton 1x wawasan gw soal investasi udh berasa setingkat sarjana🤩 mkasih bng penjelasannya bagus bngt
Mending pake apk bibit / ajaib sih kalo untuk pemula banget..? <br>Yang tau / yang punya pengalaman boleh dong bantu jawab🙏
Kangen videonya kak
"Pa Dokter, bahas saham luar negeri dong, tapi pembahasannya kayak khas nya Pa Dokter waktu bahas saham nya alfa/mayora/icbp/bluechip bank"
"Bang lebih pilih mana bang, punya uang langsung dibeliin saham walaupun pas harganya naik atau dikumpulin dulu tapi pas waktu harga turun diborong"
Pengen investasi tapi belum cukup umur 😅😅😅
Penjelasan nya sangat sederhana juga bisa d pahami mksiih bang ilmunya
"<a href=""https://www.youtube.com/watch?v=oU40sOr3alg&amp;t=228"">3:48</a> Deposito"
Penjelasannya sangat detail.Skrg sy melek investasi
Bang bagai mana dengan kripto
Bang bahas bitcoin
suaranya raditya dika kah ini??
"Mau tanya pak dokter kalau menabung uang dalam bentuk Emas Logam Mulia kayak Antam apakah itu bisa di sebut investasi,karena kalau jangka waktu panjang nilainya selalu naik, kadang pertahunya naiknya lebih besar dri inflasi.."
Penjelasan yg jelas apalagi di bantu dengan animasi gini makin rapi dan mudah di pahami
bang saham kan resikonya besar. emangnya gk ada yg nyangkut selama 5thn ?
wah makasih sudah sharing
Sangat setuju sekali ini... Kalo saya lebih ke Saham... Investasi untuk masa depan..
Bahas Crypto
makasih ilmunya min
Q pakai Ajaib &amp; Pluang...
Kalok inves nya setor tiap bulan setiap habis gajian bisa kah bos ..
Bisa bang review seab*nk ?
Tmksh mas Ilham berkat video ini saya mulai ada semangat utk coba investasi saham dari yg notabene nya sejak pandemi usaha saya bangkrut dan dana sy di koperasi Hanson tidak dapat cair karena owner nya Benny Tjokro kena kasus Jiwasraya 🙏
Kalo emas ? Apakah invest ? Kan nilai fiat nya yg turun pertahun?
"Heran gw sama sekolah dari sd sampai smk kls 12 belum pernah diajarin yang namanya saham, investasi dst. padahal penting dari pada hitung mtk yang makin lama makin sulit dan belum tentu berguna. Guru  dan orang tua saya hanya mengarjarkan untuk selalu menabung tidak menjelaskan suatu saat harga uang akan kuat atau melemah. Terimakasih ya Allah video bermanfaat seperti ini muncul di beranda saya."
"Bang apakah setiap bang ada  securitasnya,apa di mana kita bisa menemukan securitas of line"
Tapi gimana caranya kalo masih belum punya KTP tapi pengen inves bang
"klou menurut sya yg udh nyoba n semua ,kecuali deposito. tahun 2023-2025 (cryto /btc) adalah hal yg plg menguntungkan , asalkan disiplin nabung nya🎉"
sekuritas <br>apa <br>yang bagus bang
"Bang, nanyak dong, Abang ada main crypto kah"
Bang apa itu koreski saham? Bikinin videonya dongg😅😊
Kok bisa orang investasi padahal masih belum kaya wkw
"Bang, boleh bahas saham cnma? 🙂🙏"
"Kalau saya sih simpan di Bank Amar. Tanpa biaya admin. Ada fitur Celengan dengan bunga 5.75%/tahun yg cair setiap hari. Ada fitur Deposito yg bunganya sd. 9%/tahun. Jadi kalau mau saving atau invest tetap dapat bunga, low risk jg 😁👍🏻"
Pemaparan sederhana menjadi ilmu yg brmnfaat tuk pngthuan q kasih rating*****😅
Gw invest di crypto ☠️
makasih mas
"Tertarik bngt investasi gimana caranya adakah tutorial nya.. soalnya sbg ibu rumah tangga awam bangt investasi kya gitu minta tolong link buat investasi terimakasih,mohon direspon ya"
Setelah akumengerti  saham.semakin lama uang kita bisa bertambah besar dari deviden dan capital gain.. Saya memutuskan saya tidak mau investasi ke tanah. Properti.... Lebih baik saya beli saham... 5 tahun kemudian bisa miliaran dan kalo butuh kita enak tinggal jual... Tdk spt jual tanah... Bisa2 kita sampe mati gak laku2
Untuk menanam saham dan investasi sendiri modalnya gak perlu gede gede amat ya bisa dari nominal 100k rupiah udah bisa beli saham
Ini pelajaran berharga . ilmu pengetahuan ku tambah lagi.kedengaran menyebalkan tapi berharga. Dari kecil dulu baru berbukit.
"Min kalo misal pas kita beli saham teru harga jualnya anjlok ,itu kalo misal kita bertahan boleh ga ? atau harus dijual rugi"
Menurut sya investasi terbaik beli tanah trus tunggu 5thn kedepan..bisa lebih 50x lipat dri modal..<br>Bahkan lebih efektif dari 6 cara yg Mimin saranin
Emas sangat bagus tapi  ndak dibahas
"Terimakasih banyak ilmunya bang, tentunya sangat bermanfaat dan memotivasi saya secara pribadi, semoga berkah ilmunya bang, akan sangat senang jika ada group sharing buat pemula seperti saya kedepannya...."
Berkat channel ini saya jadi tau analisa fundamental cara baacara roe pbv per
"gara2 elu bang gue mulai investasi. emang munkin terlambat karna usia gw 29thn saat mulai invest.. tp sepertinya lebih baik drpd nggak sama sekali.<br><br>karna udah ngerasain sih. nabung bertahun2 di banjya. ya duit gue bukanya nambah malah minus 😅😅, berangkat drsitu akhirnya nyoba2 investasi kecil2 dulu aja. (bukan trader)..<br><br>mudah2an berkah sih.. alhamdulilah mayan udah mulai nambah pundi2 dikit dikit. . tp tetep gamau diambil. karna tujuan investasi jangka panjang . ."
Kode ajaibnya ngg bisa suhu
Investasi vs ngembangin usaha yg mana di dulukan...
Bang crypto termasuk investasi bukan
Terimakasih bang atas ilmunya
"Request konten aplikasi nabung emas digital bang. Mana yg direkomendasikan. Gara² emas naik jadi pengen nabung emas, tapi ribet kalo harus fisik. Tengkyu..."
Bang kata titydronald saham itu ilusi jawabanlu gimana bang? <br>Gua masih bimbang nih
"Bang mau nanya kalo ada yang mau investasi tapi belum punya rekening,Masi bisa GK bang buat investasi?"
Chanel yg harus di like dan subscribe ya iniiiii❤
"bang, tolong bahas Price Earning Ratio (PER) dong, terima kasih"
Gak aneh2 gak perlu mikir mending emas lm aja
"alhamdulilah, semoga ilmunya berkah mas 🙏"
mudah di pahami tapi bermanfaat
"Lu punya duit, manager reksadana punya kuasa *sejauh ini yg paling bener 😂"
Suaranya mirip suara bang raditya dika ya.. Ini bang radit bukan sih. 🤭
"Bikin tutorial indikator analisa saham yang lain bang, seperti GPM, ROA, PER, DER, NPM dll."
"Deposit melalui bank BCA juga bisa yg 500k /blnnya .  Bagi yg berminat itu namanya tahapan berjangka .. jadi cocok nih buat anak anak gaji UMR yg pengen depo ,, 500k dah bisaaa .."
Bahas capital again bang
Belum lagi satu cripto sebagai aset balum di bahasa bang
Crypto termasuk investasi g bng
"Channel yg begini yg saya cari², sangat membantu buat saya yg ingin belajar tentang investasi, untuk orang yg sangat² awam soal investasi seperti saya, channel ini sangat mudah dipahami, dari bahasa serta penjelasanya, dan yg lebih membantu karena dikasih contoh yg mudah dipahami dan sangat detail sekali, pas awal nonton video nya langsung subscribe dan nontonin video nya, mantap min👍"
"bg kalau setiap bulan kita beli saham disatu perusahan aja gimana bg bisa gak,nnti kalau udh 3taun baru kita jual"
Gw susah mau Regis di ajaib karna ngak punya Kartu Req
"Simpel saja bang,sya seorang petani.daripada sya investasikan duit sya menggunakan jasa bankir dan sejenisx,mending uang dua juta sya itu sya inves kn buat diri sendiri pakek bli bibit jagung, nanti hasilnya bisa pakek beli bibit coklat/kakao .sambil menunggu cacaox berbakti bisa sambil menanam jagung sistem tumpang sari.hingga akhirnya 2,5 tahun coklat pn mulai berbakti dan hasil jagung pn dpt.harga coklat per kg kini mencapai 60 ribu.cek aja bang klw perhektar menghasilkan 100kg per 2 minggu.mana lbh Untung .? orang bankir saja dpt Untung hasil muter duit nasabah.kenapa tidak kita gunakan sendiri duit kita,istilahx menjadi pelayan sekaligus bos bagi diri sendiri.o ea bang abang lulusan apa? Sya cuma tamatan esde aja bang"
Bang mo nanya.. Dulu pas kuliah masuknya di sekuritas indopremier bisa pindah kah ke ajaib?
Bang gua izin share di TT vid YT lu ya bang🙏
Di ajaib sekarang ada crypto bahas juga dong bang
Kalo inves di emas logam gimana bang?
Bang mau nanya.<br>Punya kartu bank tapi di tabungan udah habis apa tetap kena pajak ya bang?
"Pa dokter, buatin video tentang saham siklikal pa dokter"
Bang subscribe baru ni gua . Liat vidio lu faham dikit lah masalah saham tapi pass liat di aplikasih ajaib bingung angka semuaa anjay😭😭ni mau jual beli saham apa ujian matematika
Gw rugi beli 59 sekarang 49 hahahhahaa sido muncul abyar deviden kecil kali bang hadeh 😂😂😂😂
Tolong buatin video tentang saham lq25 yang ada deviden dari januari sampe desember bang biar gw ga kerja lagi hahahahhaha
"Mending simpan di cripto di btc,simpen 20jt jadi 50 jt,....... Jangan main2 bisa jadi sisa 2jt 😂<br><br><br>Berarti Dapat ditarik kesimpulan yg awalnya kaya dan banyak modal akan semakin kaya raya, hanya perlu fokus belajar kelola keuangan investasi berbagai arah dll yang berarti bisa hidup makan cuma dari kelola keuangan.  Bagi miskin bisa cuma return sedikit masih ga bisa makan hidup dari investasi doank"
Kak review bikin video tentang perhitungan pajak investasi dong aku bingung dan pusing tolong jelaskan di konten kak😅
"Sebelum gas investasi, siapin dulu dana darurat 3-12x pengeluaran bulanan ya. Bisa ditaruh di reksadana pasar uang atau tabungan tanpa biaya admin"
"Bang thanks banget buat video super bermanfaat ini , kalo boleh request BUAT BUKU SAHAM DARI NOL bang wkwkwkwkkk Sukses Terus bangg ! 🔥🔥🔥"
Bahas Reksadana Saham dong
"bang tolong bantu jawab dong, semua sekuritas itu harga persaham perusahaan nya sama aja ya?"
Bang rekomendasi buku untuk belajar saham dari nol
bg ilham bahas crypto dong bangg??  apakah crypto itu aman atau nggak bg??
"Bang gua lagi itu PBV nah ko kalau dari beberpa web harga pasar sama bca di des 2020 itu 35.000 an, sedangkan di stokbit 6 000 an, yang bener yang mana bang.? Ko bisa kaya gitu ya?"
setia menunggu upload dari chanel favorit🥰
"bg, apa yg terjadi kalo semisal ga ada 1 orang pun yg jual saham suatu perusahaan?<br>misal semua investor tetep keep sahamnya gitu, ngaruh ga ke kinerja perusahaaan?<br>atau ngaruhnya cuma ke harga saham doang?<br>atau gimana?"
mas misalnya kita investasi dr awal bulan desember nnti 2taun kemudian kita jual bisa gak mas
Bang buat channel 1 lagi  BELAJAR CRYPTO DARI NOL.<br> kalau abang yang jelesin gampang d mengerti 🙏
"Bang please bales, cara cari tau jumlah saham beredar di tahun sblmnya gimana.? Gua cari di idx kaga dapet&quot;.?? Ada nya paling 6 bln ke belakang"
"Kaa, aku yakin kaka pasti ngerti dan bisa trading saham or forex, bisa gasi kapan&quot; jelasin, butuh bgt mentor kaya kaka, yg bisa jelasin kaya ginii &quot;((, ajarin cara tradding dri awalll .. smoga di bless"
".<br><a href=""https://www.youtube.com/watch?v=oU40sOr3alg&amp;t=114"">1:54</a><br>."
Bang tlong bahas apakah d pasar modal harga saham bs dipermainkan oleh bandar utamanya dr asing. Ini mnurut perspektif dan pngalaman lu aja bang
"Dokter, tolong jelasin apa itu stoksplit dan riggt issue. Masih bingung padahal sudah baca mbah google 😂"
"Bang waktu yg tepat beli saham tuh pas harganya lagi naik apa pas harganya lagi turun, contohnya nih kan Unilever sahamnya lagi turun otomatis harga sahamnya lebih murah dong, nah waktu lagi murah atau sahamnya lagi turun itu waktu yg tepat buat beli saham gak?"
"mas tolong buatkan video yang per, kurang rasio itu hehehe"
Mengapa emas tidak dimasukkan dalam perbandingan ini bg?
gua tunggu tunggu kok lama bener ya upload lagi
Katanya pake referal dapet 1 lot. Kok engga dapet ya
"bg mau nanyak nih, beda bibit sama ajaib apa y?<br>gw keburu duluan inves di bibit, tapi masih reksa dana, belom inves saham. tpi setelah gw nonton lu, ge jadi tertarik juga main di saham hehe"
"saran terbaik dari gua adalah ketika kamu masih muda jangan investai ke saham, ke crypto, atau aset digital lainnya, investasi ke diri sendiri. kembangin skill terus menerus yang dibutuhin dan gajinya besar."
Kalo trading apa lagi tu bang?
mau tanya kalo misalkan kita beli 1 lot saham A<br>lalu perusahaan A melakukan stock split 1:4<br>nasib saham yang kita beli sebelum stock split itu gmna yah?
"Investasi yang aman itu yang kyk gimana ya bang? Gua agak takut, karena masih awam bgt.terus kakak gua juga pernah investasi, tapi ketipu alhasil uang nya ludes 😢"
Bang tolong bahas tentang saham GEMS
bg bahas day Trading dong? itu gimana cara kerjanya apakah hari itu di beli hari itu juga di jual? apa gimana?
Bang minta rekomendasi aplikasi buat beli saham selain dari apk ajaib
"Bang kasi tau cara ganti rekening rdn donk bang gimana caranya, ganti rdn di stockbit"
"Maaf izin tanya semuanya,kalo misa saya investasi 2jt juga sama 1 apk misal apk reksa dana, terus kalo udh investasi di diemin doang tinggal nunggu/thn gitu apa gimna 😭"
"Itu yang deposito bank, depo nya cuma 1x aja pas udh depo 2jt udh aja,apa terus d lanjut?"
Bang mau nanya <br>Gua mau beli saham bbca tapi pilih yg mana 1d 1w 1m 3m 1y apa yg 5y gx ngerti bang saolnya gua mau tiap bulan belinya
Good
Makanya harus berinvestasi secepat mungkin yah
"Bang bahas sekuritas, keamanan dan hal hal yg bisa terjadi sampe yg terburuk ke sekuritas, gmana keamanan saham dan pencairannya. Trimakasi bang"
"Gan, sy sdh gunakan reveral sahamdarinol, kok blm dpt bonus saham ya?"
"Penjelasan ringkas dan mudah di mengerti, terimakasih bg atas informasinya"
"Bang, lagi rame boikot produk Israel, di situ ada Unilever, sedangkan Unilever udah ada di daftar saham gua, menurut lu gimana?"
Bang saya mau nanya nih seumpama ada orang nih yang punya duit lalu dia ini nih naro duitnya di 4 tempat investasi yg kyk di video diatas itu memungkinkan apa gk sih?  Sebelumnya makasih
Ayam nya takut kabur
"Bang, emas itu masuknya investasi kah? Jika iya, harga spreadnya yg tinggi menurut ku sangat tidak worth it, gimana menurutmu bang? Kalo bisa dijadikan konten sih ehehe"
"Bang, bahas emiten BYAN dong, kenapa pbv nya bisa tinggi banget? Padahal dividennya gak terlalu besar dibanding PTBA, ITMG, UNTR?"
Bang coba buat channel crypto dari nol😅
Bang maaf saya mau tanya misal kita taro uang 1jt kita di saham dan semisal saham kita turun terus menerus apakah uang yang kita simpan di saham bakal habis bahkan sampai minus uangnya ? <br>Cuman pertanyaan ini yang saya ingin tau sebelum memulai investasi saham 😊 tolong bisa dibantu yang ngerti
"[Ide video]<br><br>Saya kira akan menarik, kode saham [HERO] di stockbit dapat laporan jika ada &quot;Saham Hilang&quot;, masalahnya. Apa itu Saham Hilang?"
Aku juga pake ajaib+bibit 😁
Slalu menunggu video selnjut2 y
@sahamdarinol ada vidio yg ngebahas DER nggk?
"Mas Ilham, aku Request tlg buat Vlog tentang apa itu PER(Price Earning Ratio) &amp; bagaimana cara Menghitung PER dr Perusahaan dgn baik &amp; benar😊"
"Banggg kenapa sih jarang bikin video,gw selalu nungguin video terbaru yang elu buat soalnya sangat mudah gw pahami bang"
bang bahas diversifikasi saham
Halo tolong apa saham IPO itu?
Mas izin bertanya kenapa klau taro uang di deposito uangnya malah bertambah bukan berkurang/netap?
"pak dr. tolong dong di buatin cara beli dan jual melalui BRI securitas, terima kasih sebelumnya"
"terimakasih ilmunya, sangat bermanfaat"
Gimana cara nya membuat video seperti di atas
Bro... anda suka ngehilang sewaktu²...🤧😅<br>Mohon jelasin tentang waran saham... 🙏
Saya sudah masukkan kode ajaib kakak<br>Semoga dapat 1 lot <br>Terimakasih kak
o
dari semua investasi kenapa buku gak dimasukin ke dalam investasi bang?pdahal buku itu kunci investasi sukses
Kalau duit 2M di deposito lumayan om.
"Bang jelasin tentang waran di saham, saya masih bingung"
"Bikin vidio tentang saham goto dong bang, skrng goto lagi ke bawah banget"
"Bang, bahas EV/Ebitda dong"
Coba bahas cara nabung saham di BSI mas
Animasinya keren mudah dipahami
Min gimana pandangan anda tentang saham goto sekarang? Apakah munkin masih bisa pulih lagi?
Bang bahas saham BSI donk kebetulan sya punya saham di BSI
Thanks pak Dok buat edukasi sahamnya sukses selalu 👍👍🙏
"Saham itu resiko bisa naik bisa turun, mau aman investasi di emas atau property"
Trading itu halal gk bg
Bang tolong buatin NPM rasio bang rumusnya kekmna si😂
"Bang mau nanya, apakah saat kita terima dividen pqjaknya sudah dibayarkan oleh apk sekuritasnya atau kita yang lapor ke website pajaknya??"
👍👍
Bang kripto masuk nya investasi apa gimana
sama dengan nabung
"Terimakasih bang sudah buat video ini sangat bermanfaat dan bernilai. Saya juga merasa menyesal baru kenal investasi di umur 21thn. Saya merasa andai saya tahu sebelum pandemi covid atau ya sekitar umur 17-an di 2017 saya kira saat ini 2023 saya akan kaya dan sudah pensiun dari pekerjaan saya yg membosankan.😩 Tapi tetap bersyukur karena masih di izinkan Tuhan untuk tahu dunia saham di umur yang masih cukup muda😊 semoga kita semua sukses kelak di masa depan, amin.❤"
wow sangat membantu bang
ade.33j7 ...ikutan ajaib gegara sering liat Chanel ini😂
"Halo bang, bang gua mau tanya saham hilang itu apa?  Gua udah nyari di gugel tapi kagak ngerti😅, gua tadi niatya mau liat saham ultramilk, tapi pas cek² di bursa efek ada muncul tulisan saham hilang pt ultrajaya😅"
"Bang bahas arti stok split dong, banyak investor pemula yang belum paham bener cara kerjanya stok split tuu gimana terus lot yg kita miliki bertambah atau berkurang"
Bahas fitur pas mau beli saham di ajaib bang ada sesi sama hari itu apa ya
klw aq tanah
Banyak investasi investasi bodong bukan bikin cari keuntungan buat masa depan hasilnya malah jadi buntung
Bang bikin dong video tentang saham gorengan itu gmna soalnya baru belajar di saham
"Bang, menurut Abang bgm klo punya duit pas² an tapi mau hasil investnya besar? Mending bisa beli lot banyak dg prosentase meningkat yg tinggi ato beli yg prosentase saham nya bakal naik lbh tinggi tp dg lot sedikit? Atau sama aja 😅 ? Makasih Bang pencerahannya, berkah selalu 🙏🏻"
Bank riba bro kalau niat ada bunganya
berati kalau kita punya uang dingin mending di tabung atau kita investasiin aja ? 🤔
"Mas saya mau tanya, setelah aktif aplikasi ajaib saya,kan mau top up ,nomor rekening yang saya tuju agar gak salah kirim itu nomor yang mana ?bisa gak saya tranper melalui link sayapemulaaaa mas mohon jawab segera"
Crypto gak di sebut bukankah juga tempat investasi
"Sek Ajaib yg versi web saat ini lebih enak buat trading,  keep it up and simple 👍"
Min... Mnurut anda gmna dgn perusahaan Tmas dan fundamentalnya...❤
Bang tolong bantu analisis PT petrindo jaya kreasi TBK ( cuan ) <br>Pbv nya gede tapi peningkatan penjualan gede menurut lu bagus gak klo di beli
"Awalny udh mntep mau di obligasi FR pas liat ini,gw jd bngung mau di RDPU apa di FR,bang tanggung jwb bang bikinin vdio bang bandingin RDPU apa FR😅"
min bikin video saham vs deposito
"Yaaaa ampunnnn, ternyataaa ini orangnyaaaa,,, terimakasih banyak ya mas ilham dan juga ajaib,, <br><br>Saya sampe dalam hati bilang begini, ya Tuhan terimakasih sudah dikasih tau chanel saham dari nol, dari sinilah saya bisa belajar kegagalan inves saya sebelumnya, di porto saya minus terus, dalam sekaliii minus nyaaa,, sampe saya kena mental, <br><br>Sekali lagi terimakasih saham dari nol dan ajaib, <br><br>Btw saya minta request dong bahas saham MRKA, kalo bisa secepatnya yaa ditungguuuu,, <br><br>Semangat terus kontenyaa, terimakasih telah memberi ilmu manfaat bagi banyak orang, sehat selaluuuu"
Rugi dan untungnya saham
Bang tapi setauku bunga deposito itu perbulan yg kita dapatkan dari bank
Blu &amp; bank jago deposito bisa start 1jt an. Jadi lebih mudah buat invest sekarang 🤗
Karena pemerintah gagal mensejahterakan rakyat..
Bng blh nda umur 14 investasi saham ajaib???
"saya mau nanya, kalau kita menanam saham terus kita mengambil keuntungan nya, apakah kita harus membeli saham nya lagi?"
"Klo Reksadana di shop** itu gmn kk, terpercaya ap gk ?, 🙏"
"Misal nih untuk invest kan butuh waktu panjang... Nah misal seiring waktu nya berjalan.. Akun atau pasword nya lupa... Itu gmn solusinya, apakah invest kita hilang begitu aja?"
"Klw beli saham tiap bulan ny 1 lot...<br>Dividen ny kpan dibagi,dan ap msuk ke portofolio kt langsung uang dividen ny....🙏mohon penjelasan ny....<br>Dan 1 lg klw hrg saham ny trus trun,misal ny 90 rb,...<br>Turun trus menjd hbis atau dsebut bangkrut ,uang ny hangus ap gmn???"
Bahas emas properti tanah juga dong part 2 video investasi inii...
"Bg Ilham ..setelah mendengarkan konten2 abg tentang saham akhir nya sy tertarik dan daftar di ajaib sekuritas dan mengunakn kode ajaib saham dari <a href=""http://nol.sy/"">nol.sy</a> sebagiai pemula tentunya ingin mendapatkan info2 tentang saham dari chanel abg..oya yg mau saya tanyakan untuk belajar lebih dalam lagi bgaimana bg karna bagi sy awam sekali .apakh harus ada mentor atu bgaimna..? Kalau abg berkenan boleh bagi nomor wa ga bg? Iya buat sharing ajh klo ada yg mau ditamyakn..maksih sukses slu buat Dr.Ilham."
"Dok, dokter beli saham apa di portofolio dokter, terus alasan dokter beli saham itu kenapa dalam jangka panjang?"
"JANGAN LUPA, BITCOIN"
Apakah simpan emas bukan sebagian dari investasi banf
Bang coba bahas day trading di ajaib lagi trending nih
Bang rekomendasi dong beli saham apa untuk jngka panjang 2023 ini
Bg harga saham bank ratusan ribu atau sampai jutaan yaa selembar nya klo gk salah di ajaib...<br>Sdh gk ribuan wkwk
